"RefSeq.Locus.Tag"	"Mccann 2011"	"CF fraction of Souza 2011"	"membrane of Souza 2011"	"Malen 2011"	"Malen 2010 TritonX"	"Malen 2007"	"Braunstein 2000"	"Chitale 2001"	"Wolfe 2010"	"Gu 2003"	"Sulzenbacher 2006"	"Mawuenyega 2005 Membrane"	"Mawuenyega 2005 Cell Wall"	"Rosenkrands 2000"	"Gomez 2000"	"McDonough 2008"	"Xiong 2005"	"Count of num of times identified as exported"	"Signal P predicts sp"	"TatP predicts Tat sp"	"TMHMM predicts transmembrane domain"	"num of times predicted to have an export signal"	"Macaque Deadman Dutta 2010"	"Macrophage TRASH Jyothi 2005"	"Macrophage TRASH BCG Cole 2005"	"Macrophage enriched in acidified phagosomes TRASH BCG Cole 2005"	"Mouse TRASH Sassetti"	"Mouse Deadman Lamichhane 2005"	"Cholesterol in vitro TRASH Griffin 2011"	"in vitro essential Sassetti 2003"	"in vitro essential Griffin 2011"	"BALB div c in vivo expressed Talaat 2004"	"SCID in vivo expressed Talaat 2004"	"only 7H9 expressed Talaat 2004"	"in vivo only expressed Talaat 2004"	"Sasky serine hydrolase"	"Identified in Bell 2012 (high density mspec-any fractions)"
"Rv2460c"			"Y"						"Y"	"Y"								3				0								"essential"	"essential"						"Y"
"Rv2461c"		"Y"	"Y"							"Y"								3				0								"no-data"	"essential"						"Y"
"Rv2462c"			"Y"						"Y"			"Y"		"Y"				4				0							"Y"	"non-essential"	"non-essential"						"Y"
"Rv2463"																		0				0		"Y"						"non-essential"	"non-essential"						
"Rv2464c"																		0				0								"non-essential"	"non-essential"						
"Rv2465c"		"Y"	"Y"			"Y"												3				0								"non-essential"	"essential"						"Y"
"Rv2466c"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv2467"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv2468c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2469c"						"Y"												1		"Y"		1								"non-essential"	"non-essential"						
"Rv2470"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2471"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv2472"																		0				0					"Y"			"non-essential"	"non-essential"						
"Rv2473"			"Y"	"Y"														2	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv2474c"																		0				0								"non-essential"	"non-essential"						
"Rv2475c"			"Y"															1				0		"Y"						"non-essential"	"non-essential"						
"Rv2476c"		"Y"	"Y"						"Y"				"Y"					4				0								"no-data"	"essential"						"Y"
"Rv2477c"		"Y"							"Y"									2				0								"essential"	"essential"						"Y"
"Rv2478c"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv2479c"																		0				0								"n/a"	"non-essential"						
"Rv2480c"																		0				0								"n/a"	"non-essential"						"Y"
"Rv2481c"																		0				0								"non-essential"	"non-essential"						
"Rv2482c"																		0				0								"non-essential"	"non-essential"						
"Rv2483c"																		0				0					"Y"			"no-data"	"non-essential"						
"Rv2484c"																		0				0								"no-data"	"non-essential"						
"Rv2485c"																		0				0	"Y"							"non-essential"	"non-essential"					"Y"	
"Rv2486"																		0				0								"non-essential"	"non-essential"						
"Rv2487c"																		0	"Y"			1								"no-data"	"non-essential"						
"Rv2488c"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv2489c"																		0				0								"non-essential"	"non-essential"						
"Rv2490c"																		0	"Y"			1								"no-data"	"non-essential"						
"Rv2491"																		0				0								"no-data"	"essential"						
"Rv2492"																		0				0								"no-data"	"non-essential"						
"Rv2493"																		0				0								"n/a"	"non-essential"						"Y"
"Rv2494"																		0				0								"non-essential"	"non-essential"						
"Rv2495c"									"Y"									1				0								"no-data"	"non-essential"						"Y"
"Rv2496c"			"Y"						"Y"			"Y"						3				0								"growth-defect"	"essential"						
"Rv2497c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2498c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2499c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2500c"																		0				0								"essential"	"essential"						
"Rv2501c"																		0				0								"no-data"	"non-essential"						
"Rv2502c"												"Y"						1				0					"Y"			"non-essential"	"non-essential"						
"Rv2503c"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						
"Rv2504c"			"Y"															1				0								"no-data"	"non-essential"						
"Rv2505c"																		0				0								"non-essential"	"non-essential"						
"Rv2506"		"Y"	"Y"															2				0			"Y"	"Y"			"Y"	"non-essential"	"non-essential"						
"Rv2507"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						
"Rv2508c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv2509"			"Y"						"Y"									2				0								"growth-defect"	"essential"						"Y"
"Rv2510c"			"Y"															1				0								"essential"	"non-essential"						
"Rv2511"										"Y"								1				0								"essential"	"essential"						
"Rv2512c"																		0				0								"no-data"	"non-essential"						
"Rv2513"																		0				0								"non-essential"	"non-essential"						
"Rv2514c"																		0				0								"no-data"	"non-essential"						
"Rv2515c"																		0				0								"essential"	"non-essential"						
"Rv2516c"																		0				0								"essential"	"non-essential"						
"Rv2517c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv2518c"			"Y"	"Y"					"Y"									3	"Y"		"Y"	2								"no-data"	"essential"						
"Rv2519"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv2520c"																		0			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv2521"																		0				0								"non-essential"	"non-essential"						
"Rv2522c"										"Y"								1				0								"no-data"	"non-essential"						
"Rv2523c"																		0				0								"non-essential"	"non-essential"						
"Rv2524c"									"Y"									1				0								"essential"	"essential"						"Y"
"Rv2525c"		"Y"														"Y"		2	"Y"	"Y"		2								"non-essential"	"non-essential"						
"Rv2526"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv2527"																		0				0								"non-essential"	"non-essential"						
"Rv2528c"			"Y"						"Y"									2				0								"no-data"	"non-essential"						
"Rv2529"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv2530A"																		0				0								"no-data"	"non-essential"						
"Rv2530c"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv2531c"			"Y"						"Y"									2	"Y"			1								"non-essential"	"non-essential"						"Y"
"Rv2532c"				"Y"														1	"Y"		"Y"	2								"no-data"	"non-essential"						
"Rv2533c"																		0				0								"essential"	"non-essential"						"Y"
"Rv2534c"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv2535c"			"Y"															1				0								"growth-defect"	"non-essential"						"Y"
"Rv2536"			"Y"	"Y"					"Y"									3			"Y"	1								"no-data"	"non-essential"						"Y"
"Rv2537c"		"Y"	"Y"	"Y"														3			"Y"	1								"essential"	"essential"						"Y"
"Rv2538c"													"Y"					1				0								"essential"	"essential"						
"Rv2539c"																		0				0								"essential"	"non-essential"						
"Rv2540c"		"Y"																1				0								"essential"	"essential"						"Y"
"Rv2541"																		0				0								"no-data"	"non-essential"						
"Rv2542"																		0				0								"non-essential"	"non-essential"					"Y"	
"Rv2543"																		0				0								"non-essential"	"non-essential"						
"Rv2544"						"Y"												1				0								"non-essential"	"non-essential"						
"Rv2545"																		0				0								"non-essential"	"non-essential"						
"Rv2546"																		0				0								"non-essential"	"non-essential"						
"Rv2547"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2548"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2549c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2550c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2551c"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv2552c"																		0				0								"essential"	"non-essential"						
"Rv2553c"																		0			"Y"	1					"Y"			"no-data"	"essential"						"Y"
"Rv2554c"			"Y"															1				0								"essential"	"non-essential"						
"Rv2555c"									"Y"									1				0								"essential"	"essential"						"Y"
"Rv2556c"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv2557"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv2558"		"Y"																1				0								"non-essential"	"non-essential"						"Y"
"Rv2559c"																		0				0								"non-essential"	"non-essential"						
"Rv2560"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv2561"																		0				0								"non-essential"	"non-essential"						
"Rv2562"																		0				0								"non-essential"	"non-essential"						
"Rv2563"			"Y"	"Y"		"Y"												3			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv2564"			"Y"															1				0								"growth-defect"	"non-essential"						"Y"
"Rv2565"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv2566"																		0				0								"non-essential"	"non-essential"						
"Rv2567"																		0				0								"non-essential"	"essential"						
"Rv2568c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv2569c"																		0				0								"non-essential"	"non-essential"						
"Rv2570"																		0				0								"no-data"	"non-essential"						
"Rv2571c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv2572c"			"Y"										"Y"					2				0								"no-data"	"essential"						"Y"
"Rv2573"																		0				0								"growth-defect"	"non-essential"						
"Rv2574"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv2575"		"Y"	"Y"	"Y"		"Y"												4		"Y"	"Y"	2								"non-essential"	"non-essential"						"Y"
"Rv2576c"		"Y"				"Y"			"Y"									3	"Y"		"Y"	2								"non-essential"	"non-essential"						"Y"
"Rv2577"			"Y"															1		"Y"		1								"non-essential"	"non-essential"						
"Rv2578c"																		0				0								"non-essential"	"non-essential"						
"Rv2579"		"Y"	"Y"						"Y"	"Y"								4				0								"non-essential"	"non-essential"						"Y"
"Rv2580c"																		0				0								"essential"	"essential"						
"Rv2581c"			"Y"															1				0								"no-data"	"essential"						"Y"
"Rv2582"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						"Y"
"Rv2583c"																		0				0						"Y"		"no-data"	"essential"						
"Rv2584c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv2585c"	"Y"					"Y"												2	"Y"			1								"non-essential"	"non-essential"						
"Rv2586c"			"Y"	"Y"														2			"Y"	1								"no-data"	"essential"						"Y"
"Rv2587c"			"Y"	"Y"			"Y"		"Y"									4			"Y"	1								"no-data"	"essential"						"Y"
"Rv2588c"			"Y"	"Y"														2			"Y"	1	"Y"							"non-essential"	"non-essential"						"Y"
"Rv2589"		"Y"	"Y"							"Y"								3				0								"non-essential"	"non-essential"						"Y"
"Rv2590"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv2591"																		0	"Y"			1				"Y"				"non-essential"	"non-essential"						
"Rv2592c"																		0				0								"non-essential"	"essential"						
"Rv2593c"										"Y"								1				0								"no-data"	"non-essential"						
"Rv2594c"																		0				0								"no-data"	"essential"						
"Rv2595"																		0				0								"n/a"	"non-essential"						
"Rv2596"																		0				0								"no-data"	"non-essential"						
"Rv2597"			"Y"	"Y"														2	"Y"		"Y"	2	"Y"							"non-essential"	"non-essential"						
"Rv2598"																		0				0								"non-essential"	"non-essential"						
"Rv2599"	"Y"	"Y"	"Y"															3	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv2600"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv2601"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv2601A"																		0				0								"no-data"	"non-essential"						
"Rv2602"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						
"Rv2603c"			"Y"															1				0								"non-essential"	"essential"						"Y"
"Rv2604c"																		0				0								"no-data"	"non-essential"						
"Rv2605c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2606c"			"Y"															1				0								"no-data"	"essential"						"Y"
"Rv2607"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv2608"																		0				0								"non-essential"	"non-essential"					"Y"	
"Rv2609c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv2610c"																		0				0								"no-data"	"essential"						
"Rv2611c"																		0				0								"essential"	"essential"						
"Rv2612c"			"Y"	"Y"														2			"Y"	1								"essential"	"non-essential"						
"Rv2613c"																		0				0								"essential"	"non-essential"						
"Rv2614A"																		0				0								"no-data"	"non-essential"						
"Rv2614c"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv2615c"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv2616"																		0				0								"non-essential"	"non-essential"						
"Rv2617c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv2618"																		0				0								"non-essential"	"non-essential"						
"Rv2619c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2620c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv2621c"																		0				0								"non-essential"	"non-essential"						
"Rv2622"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv2623"			"Y"						"Y"					"Y"				3				0								"essential"	"non-essential"						"Y"
"Rv2624c"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv2625c"									"Y"	"Y"								2			"Y"	1								"no-data"	"non-essential"						"Y"
"Rv2626c"			"Y"						"Y"									2				0								"no-data"	"non-essential"						"Y"
"Rv2627c"			"Y"															1				0								"no-data"	"non-essential"					"Y"	"Y"
"Rv2628"																		0				0								"no-data"	"non-essential"						
"Rv2629"									"Y"									1				0								"no-data"	"non-essential"						"Y"
"Rv2630"																		0				0								"non-essential"	"non-essential"						
"Rv2631"						"Y"			"Y"									2				0								"non-essential"	"non-essential"						
"Rv2632c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv2633c"																		0				0								"non-essential"	"non-essential"						
"Rv2634c"																		0	"Y"			1								"non-essential"	"non-essential"						
