Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3514		RefSeq	misc_feature	3947774	3947845	72	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3514		RefSeq	misc_feature	3947423	3947494	72	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3514		RefSeq	CDS	3945794	3950263	4470	+		1489	PE_PGRS57	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3516		RefSeq	CDS	3952544	3953335	792	+		263	echA19	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3517		RefSeq	CDS	3953431	3954270	840	+		279		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3519		RefSeq	CDS	3955550	3956260	711	+		236		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3521		RefSeq	CDS	3957521	3958432	912	+		303		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3522		RefSeq	misc_feature	3959309	3959332	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3522		RefSeq	CDS	3958448	3959512	1065	+		354	ltp4	lipid-transfer protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3523		RefSeq	CDS	3959529	3960713	1185	+		394	ltp3	acetyl-CoA acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3524		RefSeq	CDS	3960755	3961786	1032	+		343		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3524		RefSeq	misc_feature	3961310	3961360	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3526		RefSeq	CDS	3962439	3963599	1161	+		386		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3527		RefSeq	CDS	3963605	3964054	450	+		149		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3532		RefSeq	CDS	3969343	3970563	1221	+		406	PPE61	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3537		RefSeq	CDS	3975369	3977060	1692	+		563		3-ketosteroid-delta-1-dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3538		RefSeq	CDS	3977062	3977922	861	+		286		dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3539		RefSeq	CDS	3978059	3979498	1440	+		479	PPE63	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3546		RefSeq	CDS	3985557	3986732	1176	+		391	fadA5	acetyl-CoA acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3546		RefSeq	misc_feature	3986565	3986615	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3547		RefSeq	CDS	3986844	3987299	456	+		151		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3550		RefSeq	CDS	3989153	3989896	744	+		247	echA20	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3551		RefSeq	CDS	3989896	3990774	879	+		292		CoA-transferase subunit alpha				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3552		RefSeq	CDS	3990771	3991523	753	+		250		CoA-transferase subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3553		RefSeq	CDS	3991621	3992688	1068	+		355		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3554		RefSeq	misc_feature	3994578	3994604	27	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3554		RefSeq	CDS	3992685	3994742	2058	+		685	fdxB	electron transfer protein FdxB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3558		RefSeq	CDS	3997980	3999638	1659	+		552	PPE64	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3561		RefSeq	CDS	4001637	4003160	1524	+		507	fadD3	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3561		RefSeq	misc_feature	4002156	4002191	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3562		RefSeq	CDS	4003161	4004294	1134	+		377	fadE31	acyl-CoA dehydrogenase FADE31				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3563		RefSeq	CDS	4004291	4005250	960	+		319	fadE32	acyl-CoA dehydrogenase FADE32				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3564		RefSeq	CDS	4005247	4006203	957	+		318	fadE33	acyl-CoA dehydrogenase FADE33				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3565		RefSeq	misc_feature	4006890	4006931	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3565		RefSeq	CDS	4006200	4007366	1167	+		388	aspB	aspartate aminotransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3571		RefSeq	CDS	4012417	4013493	1077	+		358	hmp	hemoglobine-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3571		RefSeq	misc_feature	4013329	4013355	27	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3572		RefSeq	CDS	4013511	4014041	531	+		176		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3574		RefSeq	CDS	4016484	4017083	600	+		199		transcriptional regulatory protein TetR-family				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3576		RefSeq	misc_feature	4018388	4018420	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3576		RefSeq	CDS	4018358	4019071	714	+		237	lppH	lipoprotein LppH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3577		RefSeq	CDS	4019262	4020128	867	+		288		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3578		RefSeq	CDS	4020142	4021383	1242	+		413	arsB2	arsenical PUMP integral membrane protein ArsB2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3584		RefSeq	misc_feature	4025887	4025919	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3584		RefSeq	CDS	4025830	4026378	549	+		182	lpqE	lipoprotein LpqE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3585		RefSeq	misc_feature	4026726	4026749	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3585		RefSeq	CDS	4026444	4027886	1443	+		480	radA	DNA repair protein RadA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3586		RefSeq	CDS	4027891	4028967	1077	+		358		DNA integrity scanning protein DisA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3589		RefSeq	CDS	4030493	4031407	915	+		304	mutY	adenine glycosylase MutY				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3592		RefSeq	CDS	4034057	4034374	318	+		105	TB11.2	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3593		RefSeq	misc_feature	4034415	4034447	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3593		RefSeq	CDS	4034352	4035710	1359	+		452	lpqF	lipoprotein LpqF				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3594		RefSeq	CDS	4035857	4036684	828	+		275		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt36		RefSeq	tRNA	3348659	3348730	72	-				tRNA-Gln				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3611		RefSeq	CDS	4052950	4053603	654	+		217		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3617		RefSeq	CDS	4057733	4058701	969	+		322	ephA	epoxide hydrolase EphA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3617		RefSeq	misc_feature	4057784	4057834	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3618		RefSeq	CDS	4058698	4059885	1188	+		395		monooxygenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3623		RefSeq	misc_feature	4062563	4062595	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3623		RefSeq	CDS	4062527	4063249	723	+		240	lpqG	lipoprotein LpqG				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3628		RefSeq	CDS	4067423	4067911	489	+		162	ppa	inorganic pyrophosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3630		RefSeq	CDS	4069175	4070470	1296	+		431		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3630		RefSeq	misc_feature	4069892	4069924	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3631		RefSeq	CDS	4070514	4071239	726	+		241		transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3632		RefSeq	CDS	4071236	4071580	345	+		114		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3633		RefSeq	CDS	4071791	4072666	876	+		291		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3635		RefSeq	CDS	4073634	4075409	1776	+		591		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3636		RefSeq	CDS	4075752	4076099	348	+		115		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3637		RefSeq	CDS	4076484	4076984	501	+		166		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3638		RefSeq	CDS	4076984	4077730	747	+		248		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3643		RefSeq	CDS	4081160	4081351	192	+		63		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3645		RefSeq	CDS	4082807	4084456	1650	+		549		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3649		RefSeq	CDS	4088781	4091096	2316	+		771		helicase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3650		RefSeq	CDS	4091233	4091517	285	+		94	PE33	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3651		RefSeq	CDS	4091841	4092878	1038	+		345		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3652		RefSeq	CDS	4093632	4093946	315	+		104	PE_PGRS60	PE-PGRS family-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3653		RefSeq	CDS	4093940	4094527	588	+		195	PE_PGRS61	PE-PGRS family-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3661		RefSeq	CDS	4099647	4100510	864	+		287		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3667		RefSeq	misc_feature	4108569	4108604	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3667		RefSeq	CDS	4107792	4109747	1956	+		651	acs	acetyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3669		RefSeq	CDS	4110827	4111345	519	+		172		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3670		RefSeq	CDS	4111346	4112329	984	+		327	ephE	epoxide hydrolase EphE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3670		RefSeq	misc_feature	4111358	4111399	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3675		RefSeq	CDS	4116002	4116379	378	+		125		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3676		RefSeq	CDS	4116478	4117152	675	+		224		CRP/FNR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3679		RefSeq	CDS	4118776	4119798	1023	+		340		anion transporter ATPase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3679		RefSeq	misc_feature	4118857	4118880	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3680		RefSeq	misc_feature	4119870	4119893	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3680		RefSeq	CDS	4119795	4120955	1161	+		386		anion transporter ATPase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3682		RefSeq	CDS	4121916	4124348	2433	+		810	ponA2	bifunctional membrane-associated penicillin-binding protein 1A/1B				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3683		RefSeq	CDS	4124417	4125376	960	+		319		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3684		RefSeq	CDS	4125439	4126479	1041	+		346		lyase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3689		RefSeq	CDS	4130357	4131712	1356	+		451		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3690		RefSeq	CDS	4131739	4132392	654	+		217		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3691		RefSeq	CDS	4132518	4133519	1002	+		333		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3692		RefSeq	CDS	4133516	4134592	1077	+		358	moxR2	methanol dehydrogenase transcriptional regulatory protein MOXR2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3693		RefSeq	CDS	4134726	4136048	1323	+		440		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3695		RefSeq	CDS	4137206	4138138	933	+		310		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3698		RefSeq	CDS	4140493	4142022	1530	+		509		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3699		RefSeq	CDS	4142044	4142745	702	+		233		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt37		RefSeq	tRNA	3431840	3431912	73	-				tRNA-Ala				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3710		RefSeq	misc_feature	4154583	4154624	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3710		RefSeq	CDS	4153860	4155674	1815	+		604	leuA	2-isopropylmalate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3710		RefSeq	misc_feature	4153974	4154024	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3712		RefSeq	CDS	4156981	4158222	1242	+		413		ligase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3713		RefSeq	CDS	4158227	4158922	696	+		231	cobQ2	cobyric acid synthase CobQ2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3717		RefSeq	CDS	4161048	4161773	726	+		241		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3719		RefSeq	CDS	4162306	4163718	1413	+		470		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3720		RefSeq	CDS	4163736	4164998	1263	+		420		fatty acid synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3723		RefSeq	CDS	4168536	4169300	765	+		254		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3725		RefSeq	CDS	4170214	4171143	930	+		309		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3726		RefSeq	CDS	4171421	4172614	1194	+		397		dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3727		RefSeq	CDS	4172955	4174763	1809	+		602		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3728		RefSeq	misc_feature	4176655	4176708	54	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3728		RefSeq	misc_feature	4175158	4175208	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3728		RefSeq	CDS	4174873	4178070	3198	+		1065		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3729		RefSeq	CDS	4178285	4180615	2331	+		776		transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3731		RefSeq	CDS	4181758	4182834	1077	+		358	ligC	ATP-dependent DNA ligase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3732		RefSeq	CDS	4182934	4183992	1059	+		352		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3735		RefSeq	CDS	4186089	4186577	489	+		162		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3735		RefSeq	misc_feature	4186308	4186340	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3736		RefSeq	CDS	4186634	4187695	1062	+		353		transcriptional regulatory protein AraC/XylS-family				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3737		RefSeq	CDS	4187699	4189288	1590	+		529		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3744		RefSeq	CDS	4195440	4195802	363	+		120		transcriptional regulatory protein ArsR-family				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3747		RefSeq	CDS	4196724	4197107	384	+		127		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3748		RefSeq	CDS	4197236	4197595	360	+		119		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3751		RefSeq	CDS	4198874	4199089	216	+		71		integrase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3754		RefSeq	CDS	4200421	4201326	906	+		301	tyrA	prephenate dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3760		RefSeq	CDS	4205538	4205840	303	+		100		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3763		RefSeq	CDS	4209047	4209526	480	+		159	lpqH	19 kDa lipoprotein antigen precursor LPQH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3763		RefSeq	misc_feature	4209080	4209112	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3766		RefSeq	CDS	4212293	4212982	690	+		229		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3768		RefSeq	CDS	4214070	4214429	360	+		119		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3769		RefSeq	CDS	4214615	4214887	273	+		90		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3772		RefSeq	CDS	4217134	4218195	1062	+		353	hisC2	putative aminotransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3772		RefSeq	misc_feature	4217773	4217802	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3774		RefSeq	CDS	4218849	4219673	825	+		274	echA21	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3775		RefSeq	CDS	4219685	4220932	1248	+		415	lipE	lipase LipE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3776		RefSeq	CDS	4221089	4222648	1560	+		519		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3777		RefSeq	CDS	4222694	4223680	987	+		328		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3779		RefSeq	CDS	4224985	4226985	2001	+		666		transmembrane protein alanine and leucine rich				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3780		RefSeq	CDS	4226989	4227525	537	+		178		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3781		RefSeq	CDS	4227529	4228350	822	+		273	rfbE	o-antigen/lipopolysaccharide transport ATP-binding protein ABC transporter RfbE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3781		RefSeq	misc_feature	4227736	4227759	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3782		RefSeq	CDS	4228347	4229261	915	+		304		L-rhamnosyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3783		RefSeq	CDS	4229258	4230100	843	+		280	rfbD	O-antigen/lipopolysaccharide transport integral membrane protein ABC transporter RfbD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3784		RefSeq	CDS	4230256	4231236	981	+		326		dTDP-glucose 4,6-dehydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3785		RefSeq	CDS	4231320	4232393	1074	+		357		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3788		RefSeq	CDS	4234780	4235265	486	+		161		nucleoside diphosphate kinase regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3789		RefSeq	CDS	4235374	4235739	366	+		121		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3790		RefSeq	CDS	4235779	4237164	1386	+		461		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3791		RefSeq	misc_feature	4237603	4237689	87	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3791		RefSeq	CDS	4237165	4237929	765	+		254		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3792		RefSeq	CDS	4237932	4239863	1932	+		643		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3793		RefSeq	CDS	4239863	4243147	3285	+		1094	embC	integral membrane indolylacetylinositol arabinosyltransferase EmbC (arabinosylindolylacetylinositol synthase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3793		RefSeq	misc_feature	4240148	4240171	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3793		RefSeq	misc_feature	4239902	4239979	78	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3794		RefSeq	CDS	4243233	4246517	3285	+		1094	embA	integral membrane indolylacetylinositol arabinosyltransferase EMBA (arabinosylindolylacetylinositol synthase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3795		RefSeq	CDS	4246514	4249810	3297	+		1098	embB	integral membrane indolylacetylinositol arabinosyltransferase EMBB (arabinosylindolylacetylinositol synthase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3796		RefSeq	CDS	4249878	4251005	1128	+		375		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3797		RefSeq	CDS	4251085	4252866	1782	+		593	fadE35	acyl-CoA dehydrogenase FADE35				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3798		RefSeq	CDS	4252993	4254327	1335	+		444		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt38		RefSeq	tRNA	3559370	3559443	74	-				tRNA-Met				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3810		RefSeq	CDS	4273739	4274593	855	+		284	pirG	exported repetitive protein precursor PirG (cell surface protein) (EXP53)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3811		RefSeq	misc_feature	4275095	4275118	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3811		RefSeq	CDS	4274798	4276417	1620	+		539		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3812		RefSeq	CDS	4276571	4278085	1515	+		504	PE_PGRS62	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3817		RefSeq	CDS	4281647	4282402	756	+		251		phosphotransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3818		RefSeq	CDS	4282449	4283999	1551	+		516		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3819		RefSeq	CDS	4283996	4284331	336	+		111		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3819		RefSeq	misc_feature	4284110	4284157	48	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3821		RefSeq	CDS	4285973	4286686	714	+		237		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3822		RefSeq	CDS	4286721	4287935	1215	+		404		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3826		RefSeq	CDS	4299812	4301566	1755	+		584	fadD23	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3831		RefSeq	CDS	4305757	4306239	483	+		160		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3833		RefSeq	CDS	4306867	4307658	792	+		263		AraC family transcriptional regulator				
